id,text,task
300,esta pobre ladra ladra sin cansarse sus ladridos solo son como patadas de ahogado cuando por el simple hecho de ser la hermana alcahueta de un prófugo no tiene ninguna autoridad moral peor habiendo sido la desfalcadora oficial de la federación deportiva del guayas,violencia política de género
301,ustedes cheverre igual están cobrando al año sin hacer nada ya basta de ser descarados bájense el sueldo al mes con viaticos incluidos relacionados su trabajo,no violencia política de género
302,como en fedeguayas en su época pierina,no violencia política de género
303,señora qué ha hecho usted como asambleísta algún proyecto algo que no sea un reconocimiento por haberse ganado la lotería,no violencia política de género
304,la victoria es imparable querido amigo serás un gran concejal de quito,no violencia política de género
305,inaudito que los narco políticos vagos tengan esa convicción la única explicación es que la falta de suministro de ácido fólico es una estrategia,no violencia política de género
306,tal vez quisiste decir tendremos millones,violencia política de género
307,vos no sabes ni leer quieres montar la de economísta jajajajajajja payasa,violencia política de género
308,calla calavera pensar que me gusta verte cuando estabas en tv pero el dinero cambia todos estes basura fea,violencia política de género
309,otra cosa es narcopolitica,no violencia política de género
310,los tienen devolver claro,no violencia política de género
311,ya tuvieron la oportunidad como gobierno que hicieron por la juventud sinvergüenzas corruptos,no violencia política de género
312,belleza cuantos delitos tu hno describiste en años de perjuicio,no violencia política de género
313,van por el resto,no violencia política de género
314,si el correismo devolvieran todo lo robado se podría generar mucho empleo den ejemplo,no violencia política de género
315,tiempo de cambio pero no con narcos oportunistas tú decides tu futuro así que elegir ser representados por gente honesta,no violencia política de género
316,ustedes son responsables de la desgracia del pais no aprueban ninguna ley que genere empleo todo rechazan cara de tuco ponte trabajar tu cobrando sueldo dorado el pueblo muriendo de hambre si puedes dormir,no violencia política de género
317,hija de dios si el compañero hubiera hecho los deberes ni estuvieran gastando dedo porque jamás se hubiera ido ustedes en vez de ayudar al país con leyes que nos beneficien solo tratan de incendiar el país cuando entenderán que la gente no es tonta les interesa salir adelante,no violencia política de género
318,así es asambleísta no es justo que el personal de enfermeria que trabajo en pandemia en iess quito sur que despidieron el de marzo del sigamos desempleados en socio empleo solo hay migajas de trabajo que ya están con dueño se aplica la página no llaman tristeza,no violencia política de género
319,en latacunga pero,no violencia política de género
320,este cojudo no tiene una gota de sangre en la cara con cinismo habla de la refineria longo de g ladronazo soquete pícaro sin pizca de vergüenza los enterraremos en las urnas,no violencia política de género
321,tu hermano su gobierno eran lo máximo verdad solo eso te falta decir,no violencia política de género
322,hablando de tráfico de influencias como el que tiene padrino se bautiza les refrescamos la memoria,no violencia política de género
323,me encanta el detalle de la jajaja,no violencia política de género
324,tu rovulucionaria eres la menos indicada debería darte vergüenza escribir tú eres millonaria costillas del pueblo,no violencia política de género
325,quito será de los narcos no votes por pabel,violencia política de género
326,ya que han hecho ustedes además de pasearse donde el sanguinario putin a disneylandia,no violencia política de género
327,por eso ahí que ser honesto no robarse la plata de fedeguayas,no violencia política de género
328,narcopolítica asquerosa,violencia política de género
329,la creatividad para el robo de los correistas,no violencia política de género
330,que vaya seguro le dan el préstamo no sabe qué graham bell inventó el teléfono hace bastantes años ya todavía habemos gente con palabra en este país seguro que alguno de los asesores no solo le tomó los datos al señor sino que lo acompañan al banco,no violencia política de género
331,hablando de padrinos préstamos con tráfico de influencias,no violencia política de género
332,se robaron la plata el cinismo absoluto ladrones sin vergüenzas,violencia política de género
333,habla nuestra tres veces ganadora de la lotería,no violencia política de género
334,una cosa es un metro de encaje negro que un negro te encaje un metro jejejejeje eso le gusta al a la vicky,no violencia política de género
335,sigues metiendo armas las cárceles en jabones,violencia política de género
336,mortisia tú recibiendo lucas mensuales del estado sin hacer nada ni desempleo ni subempleo con empleo pero vaga arrastrada sin vergüenza,violencia política de género
337,delincuente mitómanos unes banda de narcotraficantes asesinos ladrones,violencia política de género
338,claro es que uds aprobaron ley laboral también se juntaron para enviar la cárcel iza todos los vándalos que destruyeron negocios en quito por dónde pasaron evitando así que se pierdan tantos días de trabajo tanto productor que perdió sus productos miserables,no violencia política de género
339,como lo llamó mameluco para enmascarar el subempleo,no violencia política de género
340,otra cosa es no pagar impuestos como tu,no violencia política de género
